,x,y,goal,shot_type_name,counter_attack,fast_break,strong_foot,body_part_name,assist_type,pass_end_y,pass_end_x,pass_switch,pass_cross,pass_cut_back,pass_height_name,pass_technique_name,carry_length,shot_one_on_one,shot_open_goal,under_pressure,area_shot,area_goal,opps_in_n_angle,goalkeeper_x,goalkeeper_y
10,102.7,49.7,False,open_play,False,False,right,Right Foot,pass,19.34,96.475,False,False,False,Ground/ Low Pass,other,8.314929678328944,True,0.0,False,4945.560973520847,356.307251512553,0.0,103.53333333333332,30.156666666666663
11,94.30000000000001,14.3,False,throw_in,False,False,right,Right Foot,recovery,,,,,,,,29.83562696024856,False,0.0,False,3037.741015321485,620.8197212395158,1.0,103.53333333333332,35.372499999999995
12,94.30000000000001,50.5,False,corner,False,False,right,Right Foot,pass,15.123333333333331,93.90833333333332,False,False,False,Ground/ Low Pass,other,4.427604381102214,False,0.0,False,4145.05549532161,410.5450919814135,1.0,102.98333333333332,30.24833333333333
13,89.7,15.9,False,corner,False,False,right,Left Foot,pass,47.376666666666665,98.30833333333334,True,True,False,High Pass,other,12.641499019982636,False,0.0,False,5178.479055261278,169.48005482189598,2.0,103.9,37.751666666666665
14,101.7,18.900000000000002,False,open_play,False,False,right,Right Foot,pass,15.85666666666667,92.35,False,False,False,Ground/ Low Pass,other,18.3356669916253,False,0.0,False,3016.846475624779,750.9416497276668,0.0,102.70833333333331,30.34
15,90.0,15.700000000000001,False,free_kick,False,False,right,Left Foot,pass,51.135,83.61428571428571,False,False,False,High Pass,Through Ball,1.83333333333334,False,0.0,True,4419.034135216701,1041.7503405952375,0.0,92.80833333333334,51.31833333333333
16,104.7,14.100000000000001,False,open_play,False,False,left,Left Foot,pass,49.57666666666666,99.95833333333331,False,False,False,High Pass,other,10.517726438943177,False,0.0,False,38.68469690879438,510.4046714441222,1.0,103.99166666666667,37.477
17,91.0,52.400000000000006,False,open_play,False,False,left,Left Foot,recovery,,,,,,,,16.474633279513213,False,0.0,False,3857.9292468529143,670.0455526318171,1.0,103.80833333333334,36.4705
18,102.7,51.1,False,open_play,False,False,right,Right Foot,pass,22.82333333333333,93.08333333333331,False,False,False,Ground/ Low Pass,other,5.519825379685683,False,0.0,False,6600.150136601767,2143.357085899348,0.0,101.60833333333332,18.05666666666667
19,95.7,49.900000000000006,False,free_kick,False,False,right,Right Foot,recovery,,,,,,,,8.639066629111168,True,0.0,False,4440.127944666792,589.0950541560816,0.0,103.71666666666668,29.881666666666668
20,103.0,17.7,False,open_play,False,False,right,Left Foot,pass,49.85166666666666,84.55714285714286,False,False,False,Ground/ Low Pass,other,1.4780805871880662,False,0.0,False,229.45316793001533,569.2390888944229,2.0,103.9,36.928
21,99.4,17.7,False,open_play,False,False,right,Right Foot,recovery,,,,,,,,12.205443343943802,False,0.0,False,4087.378026178512,303.9581841905377,1.0,105.0,30.980500000000003
22,102.0,19.700000000000003,False,throw_in,False,False,right,Right Foot,recovery,,,,,,,,17.97331910236825,False,0.0,False,1933.8848968341547,540.2383855141561,0.0,104.54166666666669,37.66
23,98.5,48.7,False,open_play,False,False,right,Other,pass,29.973333333333336,101.05833333333334,False,True,False,High Pass,other,6.428671802082357,False,0.0,False,1901.8454095669724,655.2173756156362,4.0,104.08333333333331,31.7125
24,100.7,15.700000000000001,False,corner,False,False,right,Right Foot,pass,0.9995555555555532,69.72857142857143,False,False,False,Ground/ Low Pass,other,17.69641559751579,False,0.0,False,1197.4285861097808,484.5676472967869,0.0,103.16666666666669,30.706
25,96.80000000000001,19.200000000000003,False,throw_in,False,False,right,Left Foot,pass,44.81,99.59166666666668,False,False,False,Ground/ Low Pass,Through Ball,3.074593469062211,False,0.0,False,37.3775576975941,753.3358477908945,0.0,100.41666666666669,41.41833333333333
26,101.60000000000001,47.7,False,throw_in,False,False,right,Right Foot,pass,22.54833333333333,94.45833333333331,False,False,False,Ground/ Low Pass,Through Ball,7.014831408839738,True,0.0,False,3340.18766701645,533.2480407545822,0.0,104.26666666666668,30.889
27,97.2,48.800000000000004,False,open_play,False,False,right,Right Foot,pass,26.67333333333333,102.25,False,True,False,Ground/ Low Pass,other,5.033323498886641,False,0.0,False,806.1253721376354,221.4939970732993,2.0,105.0,34.0
28,101.80000000000001,51.6,False,corner,False,False,right,Other,pass,28.32333333333333,97.3,True,False,False,High Pass,Outswinging,7.620574847083386,False,0.0,True,2887.1268616468237,172.51657717010235,1.0,104.08333333333331,30.889
29,94.4,16.5,False,open_play,False,False,left,Left Foot,pass,15.581666666666663,97.3,False,False,True,Ground/ Low Pass,other,8.801909515049065,False,0.0,False,4753.671218647357,316.6326321457748,2.0,104.63333333333333,30.980500000000003
30,94.7,19.0,False,open_play,False,False,left,Other,pass,27.773333333333337,101.975,True,False,False,High Pass,Inswinging,4.625876136233842,False,0.0,True,5481.790940171773,5.115385033390894,4.0,102.8,31.072
31,101.2,19.5,True,open_play,False,False,right,Left Foot,pass,53.70166666666667,81.9857142857143,False,False,False,Ground/ Low Pass,other,9.640986867420663,False,0.0,False,3732.075706772442,374.49946437312593,2.0,104.26666666666668,36.8365
32,92.10000000000001,17.0,False,open_play,False,False,right,Right Foot,pass,21.081666666666663,92.44166666666666,False,False,False,Ground/ Low Pass,other,18.98937194268882,False,0.0,True,4141.413526023624,1108.396601717798,1.0,103.80833333333334,31.7125
33,97.60000000000001,19.700000000000003,False,open_play,False,False,right,Right Foot,pass,45.635,92.71666666666668,True,True,False,High Pass,other,26.20559254349261,False,0.0,False,3549.2093286227428,798.2027839386258,2.0,104.175,34.8235
34,97.30000000000001,52.5,False,open_play,False,False,right,Right Foot,pass,19.89,85.58571428571429,False,False,False,Ground/ Low Pass,other,15.655827499510988,False,0.0,False,1077.415934758416,705.1407551968384,0.0,102.8,31.255
35,101.30000000000001,21.900000000000002,False,open_play,False,False,right,Right Foot,pass,3.690666666666664,77.78571428571428,False,False,False,Ground/ Low Pass,other,10.145226710133196,False,0.0,False,3276.491336571461,561.1763749772674,0.0,103.44166666666666,29.515
36,98.9,15.200000000000001,False,open_play,False,False,right,Right Foot,recovery,,,,,,,,15.107211762010287,False,0.0,False,4203.856285531644,821.205503776738,1.0,103.075,32.535999999999994
37,98.7,16.7,False,open_play,False,False,right,Right Foot,pass,20.898333333333337,94.36666666666667,True,True,False,High Pass,other,4.678593390230782,False,0.0,False,245.7341237017364,391.2677927893743,2.0,103.71666666666668,30.889
38,101.9,19.1,False,free_kick,False,False,right,Left Foot,pass,47.01,99.225,False,False,False,High Pass,other,10.068322159680385,True,0.0,True,3428.5963107530874,661.4594980838659,0.0,103.9,37.751666666666665
39,103.5,46.400000000000006,False,open_play,False,False,right,Right Foot,pass,50.31,91.43333333333334,False,False,True,Ground/ Low Pass,other,0.9074537025227348,False,0.0,False,3056.860446691177,458.8208765841723,3.0,103.71666666666668,36.928
40,91.2,48.2,False,free_kick,False,False,right,Right Foot,pass,20.80666666666667,92.80833333333334,False,False,False,Ground/ Low Pass,other,10.964647377417622,False,0.0,False,197.75421774274832,458.639380126146,2.0,104.26666666666668,31.3465
41,94.10000000000001,16.5,False,open_play,False,False,right,Right Foot,pass,19.34,94.91666666666669,False,False,False,Ground/ Low Pass,other,37.74476528974287,False,0.0,False,4846.086702791331,498.7867023152344,1.0,103.80833333333334,31.255
42,96.5,16.6,False,throw_in,False,False,right,Left Foot,pass,9.226666666666668,89.41666666666667,False,False,False,High Pass,other,16.72264238822454,False,0.0,False,4724.400925858504,871.689966816981,1.0,104.08333333333331,32.17
43,97.10000000000001,16.3,False,free_kick,False,False,right,Left Foot,rebound,,,,,,,,6.1087425965669215,False,0.0,False,2609.068491173994,349.15778863342706,1.0,103.625,37.56849999999999
44,104.5,45.0,False,free_kick,False,False,right,Right Foot,pass,48.11,94.73333333333332,False,False,False,Ground/ Low Pass,other,8.56082096270887,False,0.0,False,1993.8138432243527,345.953708938969,1.0,102.98333333333332,36.379
45,98.80000000000001,18.400000000000002,True,open_play,False,False,right,Right Foot,recovery,,,,,,,,27.95659875394159,False,0.0,False,3093.723587319939,27.43871982826915,2.0,99.40833333333332,38.85166666666666
46,93.80000000000001,17.900000000000002,False,open_play,False,False,right,Right Foot,pass,58.54266666666667,87.04285714285714,False,False,False,Ground/ Low Pass,other,26.87653406267672,False,0.0,False,3871.782920070472,775.3442233817523,1.0,103.16666666666669,36.013
47,102.7,29.700000000000003,False,open_play,False,False,left,Left Foot,pass,52.32666666666667,96.56666666666666,False,False,False,Ground/ Low Pass,other,13.26920515914783,True,0.0,False,2583.006101225995,477.9580620294512,1.0,103.80833333333334,37.935
48,90.30000000000001,49.900000000000006,False,free_kick,False,False,left,Left Foot,pass,50.31,91.89166666666668,False,False,False,Ground/ Low Pass,Through Ball,45.03934659800593,True,0.0,False,3800.573619291922,659.6366618697633,1.0,104.35833333333332,38.02666666666666
49,97.9,21.6,False,free_kick,False,False,left,Other,pass,21.99833333333333,101.975,False,False,False,High Pass,other,7.7070899898152945,True,0.0,False,3799.615640664368,494.7297833119516,1.0,103.9,32.535999999999994
50,104.9,43.2,False,open_play,False,False,right,Right Foot,pass,62.617777777777775,95.83333333333331,False,False,False,Ground/ Low Pass,other,10.378188934277286,False,0.0,False,2422.875662047604,566.2765225279578,1.0,104.26666666666668,37.111
51,100.10000000000001,49.400000000000006,False,corner,False,False,right,Left Foot,pass,11.687111111111111,92.9,False,False,False,Ground/ Low Pass,other,1.5034451177951995,False,0.0,False,4388.700433597441,538.8323191937319,1.0,103.16666666666669,31.529499999999995
52,89.30000000000001,21.200000000000003,True,open_play,False,False,left,Left Foot,pass,52.32666666666667,92.71666666666668,False,False,False,Ground/ Low Pass,other,13.109294836531486,False,0.0,False,3185.385472096139,489.8372943037268,3.0,103.16666666666669,37.3855
53,98.0,49.400000000000006,False,open_play,True,False,right,Right Foot,pass,36.4705,58.67142857142857,False,False,False,Ground/ Low Pass,other,29.17968395229042,False,0.0,False,2779.647248564555,755.6309061628332,3.0,104.26666666666668,36.745
54,90.10000000000001,21.8,False,open_play,True,False,right,Right Foot,pass,48.56833333333333,92.16666666666669,False,False,False,Ground/ Low Pass,other,26.89458067054484,False,0.0,False,3692.235642190359,780.6209703341955,1.0,103.075,35.9215
55,103.4,15.0,False,corner,False,False,right,Right Foot,pass,15.031666666666665,95.925,False,False,False,Ground/ Low Pass,other,17.303646452570504,False,0.0,False,3479.750991541838,597.442873653076,0.0,103.625,30.706
56,104.4,52.5,False,throw_in,False,False,right,Right Foot,pass,16.49833333333333,100.14166666666668,True,True,False,High Pass,other,14.00722350947697,False,0.0,False,17.52657083003774,195.6487477370258,2.0,104.45,30.6145
57,102.2,50.7,False,corner,False,False,right,Right Foot,recovery,,,,,,,,27.50194760780083,False,0.0,False,215.0161358872402,152.45868192145883,1.0,102.25,37.66
58,98.80000000000001,46.800000000000004,False,open_play,False,False,right,Right Foot,rebound,,,,,,,,20.58250306625077,False,0.0,True,2094.5846633824613,892.4784642743941,2.0,102.525,35.83
59,104.9,23.8,False,open_play,False,False,right,Right Foot,pass,19.34,87.12857142857143,False,False,False,Ground/ Low Pass,other,4.553905527737215,False,0.0,True,4435.197459536847,561.7015150579576,0.0,103.53333333333332,31.621
60,104.9,21.5,False,throw_in,False,False,right,Left Foot,pass,14.756666666666666,97.66666666666669,False,False,False,Ground/ Low Pass,other,4.936401073206629,False,0.0,False,4242.198352591273,401.0479070476626,0.0,105.0,29.42333333333333
61,102.10000000000001,18.5,False,free_kick,False,False,right,Left Foot,pass,50.035,90.79166666666669,False,False,False,High Pass,other,49.415583068501775,False,0.0,False,3518.754274248122,583.8420262967605,0.0,103.80833333333334,37.2025
62,97.60000000000001,52.1,True,open_play,False,False,right,Right Foot,recovery,,,,,,,,15.107211762010287,False,0.0,False,4203.856285531644,821.205503776738,1.0,103.075,32.535999999999994
63,97.4,19.6,False,corner,False,False,right,Left Foot,pass,53.06,96.2,False,False,False,Ground/ Low Pass,other,0.9437660962571356,False,0.0,True,2898.1836056741045,281.38908904935334,2.0,103.625,38.02666666666666
64,98.9,17.1,False,open_play,False,False,right,Right Foot,pass,52.785,93.81666666666666,False,False,False,Ground/ Low Pass,other,21.80942163887484,False,0.0,True,3644.040808132861,661.2429261683873,2.0,103.44166666666666,35.5555
65,104.10000000000001,44.300000000000004,False,open_play,False,False,right,Right Foot,pass,23.006666666666668,94.0,False,False,False,High Pass,other,5.345039236941528,False,0.0,False,3296.1709243566006,148.18590219182258,1.0,104.08333333333331,30.34
66,103.60000000000001,46.2,False,open_play,False,False,right,Right Foot,pass,57.92755555555556,88.41428571428571,False,False,False,High Pass,other,19.4190828432298,False,0.0,False,4020.4212154948655,903.1851396288222,1.0,104.26666666666668,35.9215
67,92.0,15.8,False,open_play,False,False,right,Right Foot,rebound,,,,,,,,9.528043404136609,True,0.0,False,3691.617317606775,427.0501424427568,0.0,103.16666666666669,31.255
68,97.4,20.6,False,open_play,False,False,right,Right Foot,recovery,,,,,,,,21.229436390174005,False,0.0,False,81.00579184150148,461.9510137083845,4.0,102.8,36.379
69,91.10000000000001,14.100000000000001,False,open_play,False,False,right,Right Foot,recovery,,,,,,,,15.107211762010287,False,0.0,False,4203.856285531644,821.205503776738,1.0,103.075,32.535999999999994
70,94.30000000000001,16.900000000000002,False,open_play,False,False,right,Left Foot,pass,57.92755555555556,74.18571428571428,True,False,False,High Pass,other,1.1739061101960209,False,0.0,False,3442.2968677453146,582.3823250270129,2.0,102.61666666666667,37.56849999999999
71,101.80000000000001,44.6,False,free_kick,False,False,left,Left Foot,pass,52.96833333333333,78.12857142857143,False,False,False,Ground/ Low Pass,other,28.356245343839152,False,0.0,False,2793.2983234563167,827.9175680031711,1.0,102.89166666666668,35.64699999999999
72,93.30000000000001,48.300000000000004,False,open_play,False,False,right,Right Foot,pass,9.995555555555557,61.92857142857143,False,False,False,Ground/ Low Pass,other,5.185449728701351,False,0.0,False,2547.571041712797,715.6246257255644,0.0,103.16666666666669,30.34
73,90.80000000000001,19.5,False,free_kick,False,False,right,Left Foot,recovery,,,,,,,,23.72542611723643,False,0.0,True,5178.543754552136,690.0603159714134,0.0,99.59166666666668,31.986999999999995
74,102.10000000000001,22.8,False,open_play,True,False,right,Right Foot,pass,26.12333333333333,91.25,False,False,False,High Pass,other,5.823539397231817,True,0.0,False,4610.987316241162,544.9412835581858,0.0,103.80833333333334,29.60666666666667
75,101.60000000000001,52.0,False,open_play,False,False,right,Right Foot,pass,19.34,86.78571428571428,False,False,False,Ground/ Low Pass,other,17.75185874774808,False,0.0,True,1802.8642531056223,886.8524112368119,0.0,104.08333333333331,29.42333333333333
76,99.80000000000001,52.800000000000004,False,throw_in,False,False,right,Right Foot,pass,48.20166666666666,85.92857142857143,False,False,False,High Pass,other,1.2332488709817622,False,0.0,False,4662.564197461977,733.432081113662,2.0,103.35,36.6535
77,104.4,18.900000000000002,False,open_play,False,False,right,Right Foot,pass,57.62,90.05833333333334,False,False,False,Ground/ Low Pass,other,14.93519798626348,False,0.0,False,4777.76696517172,739.663091066334,0.0,103.71666666666668,37.84333333333333
78,90.0,19.6,False,throw_in,False,False,right,Left Foot,recovery,,,,,,,,4.6034558274795625,False,0.0,False,3765.977968565484,863.5131395292574,1.0,104.45,32.17
79,97.80000000000001,49.400000000000006,False,corner,False,False,right,Right Foot,clearance,,,,,,,,33.327997656291586,False,0.0,False,3716.828725849906,392.8680154015597,1.0,103.075,32.810500000000005
80,94.10000000000001,48.7,False,open_play,True,False,left,Right Foot,recovery,,,,,,,,0.9915266007526056,False,0.0,False,4549.762430599312,939.9371234045402,0.0,96.56666666666666,20.256666666666668
81,91.7,49.0,False,open_play,False,False,right,Right Foot,recovery,,,,,,,,21.406345594109343,False,0.0,False,4528.810397117034,1138.8198948252798,0.0,102.70833333333331,31.255
82,103.80000000000001,23.6,False,throw_in,False,False,right,Right Foot,pass,62.07955555555555,97.20833333333331,False,False,False,Ground/ Low Pass,other,2.8298139907460755,False,0.0,False,2867.883235549025,414.1620308027231,1.0,103.625,37.751666666666665
83,95.5,49.0,False,open_play,False,False,right,Right Foot,pass,17.32333333333333,96.2,False,False,False,Ground/ Low Pass,other,1.1189342647755898,False,0.0,False,3407.6116017220265,698.2724310428763,1.0,104.175,31.438
84,104.4,16.6,False,open_play,False,False,right,Right Foot,pass,12.91733333333333,84.47142857142856,False,False,False,Ground/ Low Pass,other,15.330547754220794,True,0.0,True,4987.734161569884,681.4567889403472,0.0,102.98333333333332,30.34
85,103.80000000000001,22.900000000000002,False,corner,False,False,right,Right Foot,pass,47.01,91.15833333333332,False,False,False,Ground/ Low Pass,other,20.24401379900845,False,0.0,False,3977.923480885318,593.1688203382529,2.0,103.35,35.64699999999999
86,89.9,16.900000000000002,False,open_play,False,False,right,Right Foot,recovery,,,,,,,,21.229436390174005,False,0.0,False,81.00579184150148,461.9510137083845,4.0,102.8,36.379
87,90.2,15.700000000000001,False,open_play,False,False,right,Right Foot,pass,18.331666666666663,85.92857142857143,False,False,False,Ground/ Low Pass,other,18.149039647075305,False,0.0,False,4736.351991528186,802.6410795260224,2.0,103.80833333333334,32.535999999999994
88,102.80000000000001,53.6,False,corner,False,False,right,Right Foot,pass,12.302222222222222,75.64285714285714,False,False,False,High Pass,other,16.083255612938288,False,0.0,True,4530.619106160526,509.4565318755256,1.0,103.16666666666669,33.085
89,96.80000000000001,51.5,False,corner,False,False,right,Right Foot,pass,65.61644444444445,80.87142857142857,True,False,False,High Pass,other,24.70649622175421,False,0.0,False,4044.533170253281,563.5108609836543,2.0,103.16666666666669,36.928
90,98.80000000000001,20.0,False,open_play,False,False,right,Right Foot,pass,19.065000000000005,96.38333333333333,False,False,False,Ground/ Low Pass,other,3.526487077973077,False,0.0,False,2153.0031145813555,720.8715222272803,0.0,103.9,30.523000000000003
91,96.9,17.900000000000002,False,throw_in,False,False,right,Right Foot,pass,56.08222222222222,93.90833333333332,False,False,False,Ground/ Low Pass,other,20.09297183995217,False,0.0,False,2244.935872195887,897.187797741619,1.0,103.71666666666668,35.372499999999995
92,91.0,48.2,False,free_kick,False,False,left,Right Foot,pass,5.305333333333338,71.87142857142857,True,False,False,High Pass,other,9.100888998089994,False,0.0,True,3150.553040140882,351.8811197467205,1.0,104.08333333333331,30.706
93,99.2,45.2,False,corner,False,False,right,Left Foot,pass,48.29333333333333,94.64166666666668,False,False,False,Ground/ Low Pass,other,1.4922252213091305,False,0.0,False,4472.418146993605,854.2613790717348,0.0,103.80833333333334,38.21
94,102.0,15.200000000000001,False,open_play,False,False,right,Left Foot,recovery,,,,,,,,20.50802311562748,False,0.0,False,4083.722707218157,1029.5117644484794,1.0,104.08333333333331,32.17
95,92.9,18.3,False,throw_in,False,False,right,Left Foot,pass,49.48499999999999,99.225,False,False,False,Ground/ Low Pass,Through Ball,1.276768925408539,False,0.0,False,105.99391346888656,615.2764454504298,1.0,104.35833333333332,36.6535
96,104.9,53.400000000000006,False,open_play,False,False,left,Left Foot,recovery,,,,,,,,16.918297794104458,False,0.0,False,3794.893890913857,663.3385816190624,0.0,103.075,30.706
97,102.7,25.400000000000002,False,open_play,False,False,right,Right Foot,recovery,,,,,,,,17.09913042704543,False,0.0,False,5617.495745061082,390.5206886574066,1.0,104.08333333333331,44.07666666666666
98,99.30000000000001,21.5,False,corner,False,False,left,Left Foot,pass,58.54266666666667,91.15833333333332,True,False,False,High Pass,Through Ball,0.943766096257142,False,0.0,False,466.7398234945642,481.4191396634749,0.0,103.71666666666668,37.84333333333333
99,101.10000000000001,50.6,False,free_kick,True,False,right,Right Foot,pass,23.92333333333333,85.07142857142857,False,False,False,Ground/ Low Pass,other,20.749899748084463,False,0.0,False,4726.183687704106,1039.1149733366092,1.0,103.16666666666669,33.085
100,102.0,21.6,False,open_play,False,False,right,Left Foot,pass,49.85166666666666,99.95833333333331,False,False,False,High Pass,other,9.64418722455253,False,0.0,False,1168.1124555351375,763.7739636223587,0.0,103.25833333333333,37.751666666666665
101,93.7,52.6,False,throw_in,False,False,right,Right Foot,pass,22.82333333333333,75.12857142857143,False,False,False,High Pass,Through Ball,6.198863022988803,True,0.0,False,3421.1148586411373,617.1243658837709,1.0,99.86666666666667,25.29833333333333
102,91.5,49.300000000000004,False,open_play,True,False,right,Right Foot,pass,14.298333333333334,71.1,False,False,False,Ground/ Low Pass,other,13.374854620186014,False,0.0,False,3881.7876033239454,865.0555623488983,0.0,103.53333333333332,30.4315
103,89.5,14.700000000000001,False,free_kick,False,False,right,Right Foot,recovery,,,,,,,,25.09679312183132,False,0.0,False,103.14558516875628,341.86308143337675,1.0,103.44166666666666,37.66
104,104.4,46.300000000000004,False,open_play,False,False,right,Left Foot,pass,13.301777777777774,94.09166666666668,False,False,False,Ground/ Low Pass,other,4.037497850016634,False,0.0,True,4232.483709178375,453.7222938731071,1.0,103.44166666666666,31.1635
105,93.80000000000001,16.2,True,free_kick,False,False,left,Left Foot,pass,7.22755555555556,91.34166666666668,False,False,False,Ground/ Low Pass,other,18.643521737530644,False,0.0,False,4207.163339789588,568.8388763911521,1.0,102.98333333333332,31.255
106,100.7,17.8,False,open_play,False,False,right,Right Foot,pass,28.415,102.89166666666668,True,False,False,High Pass,other,10.336115809518466,False,0.0,False,3633.341050592544,339.7388981510805,2.0,105.0,32.353
107,92.7,49.300000000000004,False,open_play,False,False,right,Left Foot,pass,46.82666666666666,86.87142857142857,False,False,False,Ground/ Low Pass,other,19.14279694021865,False,0.0,False,3416.444088388396,610.654269698139,1.0,103.44166666666666,37.2025
108,97.10000000000001,48.5,True,open_play,True,False,right,Left Foot,recovery,,,,,,,,5.657400512210136,True,0.0,True,1609.4646290403257,636.8661456518429,0.0,104.175,37.477
109,100.10000000000001,14.9,False,throw_in,False,False,right,Right Foot,recovery,,,,,,,,25.0065845128838,False,0.0,False,2731.346397690562,435.4223726274676,0.0,102.25,29.42333333333333
110,104.7,22.3,False,free_kick,False,False,right,Right Foot,pass,20.44,92.44166666666666,False,False,False,High Pass,other,20.911496468582904,False,0.0,False,5496.16379706119,1217.261916356054,1.0,104.175,31.621
111,104.4,18.6,False,throw_in,False,False,right,Right Foot,rebound,,,,,,,,9.71489299992542,False,0.0,False,3522.521279938292,243.2237961830833,2.0,104.725,30.889
112,96.5,49.2,False,throw_in,False,False,left,Left Foot,recovery,,,,,,,,17.827929477212002,False,0.0,False,3845.4056772727545,806.2391331358136,1.0,103.25833333333333,31.986999999999995
113,98.7,20.400000000000002,False,throw_in,False,False,right,Right Foot,pass,24.84,91.25,False,False,False,High Pass,other,1.2734740323662268,False,0.0,False,4867.664387791413,817.7375997186329,1.0,104.63333333333333,31.7125
114,93.4,15.5,False,free_kick,False,False,right,Left Foot,pass,46.09333333333333,87.38571428571429,False,False,False,Ground/ Low Pass,other,9.07870294823122,False,0.0,True,3515.3154232899547,445.71643137331125,1.0,103.53333333333332,37.3855
115,96.5,51.800000000000004,False,open_play,False,False,right,Left Foot,recovery,,,,,,,,2.313562068422731,False,0.0,False,2073.2271960796165,474.2870839484971,3.0,103.71666666666668,35.9215
116,98.60000000000001,20.400000000000002,False,open_play,False,False,left,Left Foot,recovery,,,,,,,,34.79531120569601,False,0.0,True,2377.1092461366184,411.50278825885226,2.0,102.98333333333332,37.84333333333333
117,98.30000000000001,51.2,False,free_kick,False,False,right,Right Foot,pass,55.00577777777777,92.44166666666666,False,False,False,Ground/ Low Pass,other,20.009613159123735,False,0.0,False,3865.3773632458906,759.0028107290229,1.0,103.53333333333332,36.4705
118,90.10000000000001,16.3,False,open_play,False,False,right,Right Foot,recovery,,,,,,,,52.62267271227029,False,0.0,False,3212.2568933501498,182.33054095557932,1.0,104.725,36.6535
119,94.5,19.8,False,free_kick,False,False,right,Right Foot,pass,13.68622222222222,83.27142857142857,False,False,False,High Pass,other,18.23821156558699,False,0.0,False,3493.4839821195,925.9085378669372,0.0,104.26666666666668,30.706
120,99.30000000000001,45.2,True,throw_in,False,False,right,Right Foot,recovery,,,,,,,,19.39741150328512,False,0.0,False,4739.823252604799,946.7189071678354,1.0,103.99166666666667,36.379
121,103.80000000000001,25.400000000000002,False,open_play,False,False,right,Right Foot,pass,13.224888888888891,82.15714285714284,False,False,False,High Pass,other,16.95858107927141,True,0.0,False,4135.378688702845,867.0290784879694,0.0,103.16666666666669,30.156666666666663
122,99.60000000000001,52.2,False,free_kick,False,False,right,Left Foot,recovery,,,,,,,,19.729147926073463,False,0.0,False,3714.688752691635,609.7029197728982,0.0,103.25833333333333,30.980500000000003
123,101.10000000000001,21.900000000000002,False,corner,False,False,right,Right Foot,pass,16.59,91.25,False,False,False,Ground/ Low Pass,other,19.96974771998885,False,0.0,False,4904.597011427599,525.244951048628,2.0,105.0,34.0
124,103.0,19.700000000000003,False,open_play,True,False,right,Right Foot,recovery,,,,,,,,2.863758214499106,False,0.0,False,4467.027737914349,1056.4621631977432,1.0,102.61666666666667,36.2875
125,99.80000000000001,16.8,False,open_play,False,False,right,Right Foot,pass,51.135,90.33333333333331,False,False,False,Ground/ Low Pass,other,19.92827895855535,False,0.0,False,2800.302384431753,686.3766908129962,1.0,102.98333333333332,37.0195
